"id","nama","email","pekerjaan","wilayah","umur","pendapatan","status_pernikahan","tanggal_survey"
7177,Nababan Hasan,raden.pratama@gmail.com,Regional Optimization Orchestrator,Wonogiri,54,5240734.00,true,2025-07-19
7178,Ningrum Puspa,gamani_susanti86@yahoo.com,Customer Mobility Officer,Sinjai,44,19369235.00,true,2025-04-18
7179,Darimin Darimin Rajata,jasmin.megantara25@yahoo.co.id,International Marketing Engineer,Mamuju,59,20273904.00,true,2026-03-05
7180,Sadina Sadina Yuniar,almira.simbolon28@yahoo.co.id,Customer Tactics Administrator,Madiun,40,23575174.00,false,2025-08-22
7181,Balijan Balijan Sitompul,cengkal.uyainah@yahoo.com,Regional Configuration Administrator,Singaraja,47,11065397.00,false,2026-01-04
7182,Martaka Rayhan,makara_samosir@yahoo.com,International Implementation Supervisor,Surabaya,54,22997148.00,true,2025-09-22
7183,Jayeng Jayeng Mandala,ajiono_saputri19@gmail.co.id,Future Applications Designer,Ampana,35,9787569.00,false,2026-03-29
7184,Maman Maman Firgantoro,faizah_melani@yahoo.co.id,Product Factors Administrator,Bangli,31,9904927.00,false,2025-06-29
7185,Yuni Wijayanti,sari85@yahoo.com,Investor Paradigm Associate,Tanjung,54,11324113.00,true,2026-03-11
7186,Lanang Kuswoyo,kayun_nasyiah54@yahoo.co.id,Regional Interactions Director,Badung,27,22606660.00,true,2025-05-16
7187,Gibran Abiputra,gandi42@gmail.com,Chief Brand Manager,Temanggung,35,10450756.00,true,2025-12-22
7188,Ika Ika Kusuma,diah56@yahoo.co.id,Forward Integration Officer,Salatiga,31,15657434.00,false,2026-03-27
7189,Suryatmi Oliva,paris.safitri11@yahoo.co.id,Direct Usability Consultant,Ambarawa,34,18971153.00,true,2025-12-10
7190,Bella Bella Wastuti,lembah.winarno@yahoo.com,Regional Marketing Technician,Soreang,62,22315225.00,true,2025-07-14
7191,Anandya Ella,kartika.manullang20@yahoo.com,National Paradigm Engineer,Maumere,39,3424491.00,true,2025-12-10
7192,Satya Satya Januar,ayu_pratiwi@yahoo.com,Principal Markets Representative,Purbalingga,54,24147356.00,true,2025-11-11
7193,Bahuwarna Natsir,edi_purnawarman@yahoo.com,Global Accounts Planner,Sidoarjo,38,6204899.00,true,2025-07-29
7194,Kayla Kayla Kusuma,zulfa10@yahoo.com,Forward Intranet Orchestrator,Palopo,35,5549797.00,false,2026-02-23
7195,Kunthara Purnawarman,noviana_pertiwi@yahoo.com,Customer Intranet Analyst,Luwuk,62,17190334.00,false,2025-05-07
7196,Hakim Parman,luwar_mardhiyah@yahoo.co.id,Corporate Tactics Engineer,Klaten,52,10309586.00,true,2026-01-24
7197,Usman Usman Wibisono,sari81@yahoo.com,Corporate Web Officer,Sleman,21,17799836.00,true,2025-06-13
7198,Naradi Naradi Wacana,danang.mardhiyah@yahoo.com,Lead Operations Architect,Tulungagung,30,17543161.00,true,2026-02-10
7199,Kuswandari Nimas,pratiwi_aryani57@gmail.com,Lead Creative Executive,Tondano,46,11843158.00,true,2025-07-28
7200,Saadat Halim,daryani_alamsyah@yahoo.com,Global Program Liaison,Garut,24,11965399.00,true,2026-01-24
7201,Ghaliyati Ghaliyati Anandya,tri.manullang80@yahoo.co.id,Internal Operations Planner,Ambarawa,51,22632778.00,false,2025-06-16
7202,Cahya Utama,salsabila.azzahra@yahoo.com,Dynamic Integration Designer,Sunggu Minasa,23,17473192.00,true,2025-12-23
7203,Wijaya Empluk,sabrina.andriani92@gmail.com,Investor Marketing Coordinator,Manado,43,11863675.00,false,2026-01-20
7204,Kariman Haryanto,okta54@gmail.co.id,Regional Configuration Agent,Bantul,40,19515805.00,true,2025-04-11
7205,Usada Ani,caket_pangestu@gmail.co.id,International Usability Coordinator,Karanganyar,30,6547544.00,false,2025-09-04
7206,Ilsa Ilsa Elvina,rahayu.fernanda@gmail.co.id,International Markets Analyst,Baa,46,10371365.00,true,2025-10-21
7207,Dina Dina Amanta,bahuraksa_yulianto32@yahoo.com,Direct Division Analyst,Tanjung,46,5871691.00,false,2025-11-04
7208,Aqila Ifa,elvin.aswandi79@gmail.com,International Security Analyst,Pemalang,41,3310824.00,false,2025-05-03
7209,Qori Qori Usada,mujur_aryanti@gmail.com,Lead Assurance Consultant,Tilamuta,24,16908882.00,true,2025-06-14
7210,Pia Rahayu,daliono31@yahoo.co.id,Corporate Response Engineer,Cilegon,19,13138389.00,false,2026-01-11
7211,Kuswoyo Dagel,michelle.susanti@gmail.com,National Accounts Engineer,Tuban,28,18234461.00,false,2025-05-13
7212,Gunawan Oman,kamaria24@gmail.co.id,Dynamic Research Representative,Watan Soppeng,24,18796145.00,false,2025-07-25
7213,Dwi Dwi Wijayanti,cornelia.sihombing62@yahoo.com,District Integration Representative,Singaparna,28,15869180.00,true,2025-07-16
7214,Timbul Tarihoran,wadi16@gmail.co.id,Central Infrastructure Coordinator,Buol,34,22859034.00,true,2025-04-20
7215,Kahyang Ganesha,galih_purnawati78@yahoo.co.id,National Quality Representative,Kota Raha,52,18676312.00,false,2025-07-18
7216,Sartika Sartika Pudjiastuti,ditya44@gmail.co.id,Investor Tactics Director,Tanjung,46,4439538.00,false,2025-06-03
7217,Soleh Budiman,harjasa89@yahoo.co.id,Chief Tactics Producer,Tilamuta,44,15144667.00,false,2025-12-11
7218,Ida Zahrah,sabrina_padmasari@gmail.com,Human Data Liaison,Tilamuta,18,13625205.00,false,2025-10-07
7219,Maharani Eva,karimah47@gmail.com,Chief Integration Consultant,Sumber,27,7595705.00,false,2025-10-13
7220,Zahrah Maida,dwi.puspita@yahoo.com,Human Accountability Representative,Palu,45,11937577.00,false,2026-01-30
7221,Jaka Sihombing,karimah50@yahoo.com,Human Accounts Associate,Makassar,24,19272149.00,true,2026-03-26
7222,Usyi Ardiyanti,naradi49@yahoo.com,Lead Metrics Designer,Mungkid,33,15173007.00,true,2025-11-11
7223,Sabian Bancar,nova_wasita@gmail.com,Dynamic Assurance Architect,Klungkung,41,24166340.00,true,2025-08-18
7224,Kenari Handoko,daliono46@yahoo.com,Direct Division Technician,Tulungagung,43,3825044.00,true,2026-02-19
7225,Maida Rahmawati,kusuma_suwarno45@gmail.co.id,Legacy Group Coordinator,Praya,30,17490499.00,false,2025-07-01
7226,Kambali Samosir,slamet.putra@yahoo.com,Customer Configuration Associate,Atambua,22,8770085.00,true,2025-11-04
7227,Faresta Karta,nilam_halimah@yahoo.com,Product Quality Liaison,Bandung,48,3817542.00,true,2025-07-05
7228,Ganda Mustofa,sabrina.aswandi@gmail.co.id,Customer Brand Architect,Klungkung,59,6615544.00,false,2025-04-16
7229,Fernanda Vicky,zakir92@yahoo.co.id,International Metrics Coordinator,Ngamprah,55,24614681.00,false,2025-07-29
7230,Naradi Naradi Adhitama,rusman.wardana82@yahoo.co.id,Principal Communications Technician,Cirebon,39,21474548.00,false,2025-09-12
7231,Yulianti Sabrina,makuta.haryanto0@yahoo.co.id,Direct Group Consultant,Sigi Biromaru,61,11839505.00,false,2025-05-08
7232,Virman Ramadan,jelita87@gmail.co.id,Central Operations Planner,Pemalang,56,10899945.00,true,2025-06-29
7233,Garan Garan Maulana,marsito93@gmail.com,Central Branding Coordinator,Rembang,37,12367361.00,false,2026-02-24
7234,Maheswari Raina,nasab_yudhistira@yahoo.com,Future Directives Consultant,Pare,49,13036356.00,true,2025-04-28
7235,Sabrina Kusuma,yuni.setiawan@gmail.com,Investor Operations Administrator,Surabaya,55,21208698.00,true,2026-02-21
7236,Rachmawati Julia,luthfi36@gmail.co.id,Forward Research Engineer,Bolaang Uki,21,12777401.00,false,2025-09-07
7237,Darmaji Darmaji Hutasoit,cahya_ramadan70@gmail.co.id,Forward Configuration Developer,Pacitan,57,6402582.00,true,2026-03-03
7238,Purwanti Irawati,luwar25@gmail.co.id,Senior Brand Analyst,Wonosobo,50,9424832.00,false,2025-07-14
7239,Safitri Widya,tirtayasa86@gmail.co.id,Chief Directives Assistant,Bima,20,9809043.00,true,2026-03-08
7240,Jane Jane Kahyang,salimah13@yahoo.co.id,Product Functionality Engineer,Kefamenanu,46,10266716.00,false,2026-01-07
7241,Latupono Danang,harto11@gmail.com,International Group Engineer,Ende,21,24097303.00,true,2025-08-12
7242,Kuswoyo Marsudi,restu90@gmail.co.id,Global Brand Facilitator,Luwuk,65,8214953.00,false,2025-09-06
7243,Jabal Jabal Saputra,emas_yolanda@gmail.com,Corporate Marketing Liaison,Benteng,63,20637747.00,true,2025-12-13
7244,Ade Purwanti,tedi89@gmail.com,Human Mobility Engineer,Cikampek,51,5444374.00,false,2026-03-26
7245,Sarah Saputri,bakiadi.amanta@gmail.co.id,Dynamic Solutions Manager,Sleman,30,14003115.00,false,2025-04-15
7246,Cawisadi Cawisadi Samosir,genta_riyanti@yahoo.co.id,Human Interactions Supervisor,Dompu,63,14678463.00,false,2025-08-07
7247,Natalia Natalia Afifah,lili_hastuti39@yahoo.co.id,International Paradigm Engineer,Bulukumba,61,5466807.00,true,2025-05-29
7248,Jinawi Hakim,lukita_pratiwi33@yahoo.com,Human Applications Strategist,Magetan,49,11650395.00,false,2025-04-02
7249,Saka Prasetya,ade94@yahoo.co.id,Lead Group Producer,Enrekang,46,4313746.00,false,2025-08-27
7250,Samosir Lulut,sasha87@yahoo.com,Internal Communications Architect,Palopo,21,12411410.00,true,2025-07-31
7251,Febrina Febrina Fujiati,gambira.antoni@gmail.com,International Infrastructure Manager,Purworejo,19,17855380.00,true,2025-08-29
7252,Ophelia Prastuti,taswir.sirait7@yahoo.co.id,Dynamic Data Administrator,Indramayu,56,17136473.00,true,2026-03-23
7253,Putri Nada,lukman92@gmail.com,Internal Operations Supervisor,Bandung,31,17138359.00,false,2025-11-29
7254,Abimanyu Jono,jabal_mardhiyah@yahoo.co.id,Lead Program Producer,Banjar (Jawa Barat),48,9340901.00,true,2025-12-29
7255,Prasetyo Cawisadi,ophelia.palastri@gmail.com,District Brand Engineer,Denpasar,19,14139760.00,false,2026-01-02
7256,Sudrajat Darijan,tari76@gmail.com,Chief Interactions Facilitator,Enrekang,57,15107038.00,false,2026-01-31
7257,Maulana Jefri,anita_melani65@gmail.co.id,Lead Optimization Coordinator,Negara,49,4158637.00,false,2026-03-23
7258,Kayla Rachmawati,fitriani_mulyani@yahoo.co.id,Product Identity Agent,Tangerang Selatan,59,18667357.00,false,2025-10-14
7259,Pranawa Pranawa Nugroho,rahayu.syahreza61@yahoo.com,Investor Marketing Supervisor,Jombang,65,5863990.00,false,2025-07-18
7260,Hartaka Prasasta,endah_gunawan53@yahoo.co.id,International Assurance Developer,Bolaang Uki,32,23435611.00,true,2025-11-06
7261,Kamila Lestari,ade.januar80@gmail.com,International Paradigm Strategist,Semarang,29,23496139.00,false,2025-06-25
7262,Napitupulu Kariman,salimah.nurlaela66@yahoo.co.id,Global Group Producer,Manado,58,14908890.00,true,2025-12-20
7263,Dwi Dwi Maryati,diah43@yahoo.co.id,Customer Group Technician,Tasikmalaya,30,14590566.00,false,2025-07-16
7264,Raisa Leilani,eka_yuliarti66@gmail.co.id,District Usability Engineer,Sinjai,27,10417949.00,true,2025-06-22
7265,Aulia Yolanda,hasim89@gmail.co.id,Customer Metrics Specialist,Labuhan Bajo,58,8142501.00,true,2025-12-11
7266,Darijan Mandala,harsana.wahyudin71@yahoo.co.id,Internal Branding Producer,Demak,58,4680284.00,true,2025-07-23
7267,Luwar Antoni,laila.yulianto@gmail.com,International Brand Representative,Temanggung,33,16482394.00,true,2025-04-06
7268,Daliman Rajasa,ade63@yahoo.com,Global Program Supervisor,Sidenreng,44,20753127.00,false,2026-02-07
7269,Suartini Rini,ivan1@gmail.com,Senior Integration Producer,Purworejo,23,18020547.00,false,2025-07-30
7270,Thamrin Akarsana,dinda74@yahoo.com,Global Tactics Supervisor,Garut,54,14653384.00,false,2026-01-28
7271,Jamalia Jamalia Palastri,makara_wibisono13@gmail.com,Forward Tactics Technician,Mataram,21,9234165.00,false,2025-07-01
7272,Sabian Raden,rosa_widiastuti55@yahoo.com,Principal Intranet Consultant,Palopo,65,5397773.00,true,2025-06-08
7273,Dyah Aryanti,enteng76@yahoo.com,Future Brand Facilitator,Blitar,46,9569977.00,false,2025-04-11
7274,Pranowo Cakrabuana,kunthara_maheswara78@yahoo.com,Principal Integration Administrator,Taliwang,49,18768745.00,true,2025-06-21
7275,Jaeman Prayoga,sadina.anggriawan@yahoo.com,Future Group Director,Ponorogo,43,24564544.00,false,2026-01-10
7276,Clara Clara Maharani,dalima14@yahoo.com,Principal Factors Officer,Majene,31,23321844.00,false,2026-01-13
7277,Simon Simon Hutagalung,natalia26@yahoo.com,Lead Web Liaison,Watan Soppeng,52,10990030.00,true,2026-01-25
7278,Suwarno Slamet,sabar_maulana@gmail.co.id,Principal Communications Planner,Soe,64,13989398.00,true,2025-10-26
7279,Gadang Gadang Marbun,aulia.andriani40@yahoo.com,International Usability Manager,Sidenreng,45,23417513.00,false,2026-03-08
7280,Faizah Faizah Astuti,edward_airlangga50@yahoo.com,Direct Implementation Supervisor,Situbondo,62,6644151.00,true,2026-01-06
7281,Pradipta Luis,kawaca.lestari@yahoo.co.id,Principal Usability Associate,Sigi Biromaru,22,11339201.00,false,2025-04-17
7282,Michelle Michelle Susanti,gaduh_saraswati79@gmail.co.id,Corporate Interactions Specialist,Pacitan,50,18645425.00,true,2025-12-04
7283,Bala Halim,anggabaya_padmasari@yahoo.co.id,Global Branding Orchestrator,Malang,26,6995992.00,true,2026-03-05
7284,Aulia Aulia Nathania,queen_nurlaela@yahoo.com,Legacy Usability Director,Ambarawa,21,7695301.00,false,2025-06-01
7285,Putri Jasmin,puti.nasyidah64@gmail.com,Internal Markets Facilitator,Palu,24,23328287.00,false,2025-10-18
7286,Kambali Yanuar,dodo53@gmail.co.id,Regional Functionality Assistant,Makassar,23,7267293.00,true,2025-06-16
7287,Lala Handayani,asirwanda.megantara40@yahoo.co.id,Internal Markets Planner,Pare,20,14760366.00,true,2025-07-06
7288,Widya Padmasari,sabri_ardiyanti84@gmail.com,International Assurance Consultant,Wates,59,23349451.00,true,2025-07-02
7289,Siregar Rendy,cager77@gmail.com,Dynamic Applications Supervisor,Cibinong,48,18699206.00,false,2025-05-27
7290,Harini Aisyah,cawisono.safitri@yahoo.co.id,Legacy Solutions Agent,Maumere,36,6095622.00,true,2025-12-18
7291,Mulya Mulya Widodo,elisa48@gmail.co.id,Customer Division Executive,Ampana,61,19049093.00,false,2025-10-16
7292,Cahyanto Cahyanto Ramadan,dwi.andriani@yahoo.co.id,Global Data Assistant,Pandeglang,39,10403401.00,true,2025-11-22
7293,Bagaskara Zakir,bahuwarna31@gmail.com,International Optimization Designer,Mojosari,19,16654495.00,true,2025-11-12
7294,Ajeng Puspasari,julia.permata@gmail.com,Future Metrics Liaison,Masamba,61,19494691.00,true,2025-12-28
7295,Adhitama Eka,agnes.purwadi@yahoo.com,Direct Implementation Engineer,Lamongan,48,19519146.00,true,2025-12-07
7296,Jane Rahimah,pratiwi4@gmail.co.id,Future Accountability Engineer,Demak,56,7085385.00,false,2025-12-31
7297,Maheswari Ellis,cahya.novitasari@gmail.com,Product Response Executive,Bima,37,19608311.00,true,2026-01-27
7298,Ganjaran Haikal,wardaya_pratiwi63@gmail.co.id,National Factors Analyst,Denpasar,52,8197704.00,false,2025-09-28
7299,Uli Permata,darmana.ananda50@gmail.com,Regional Paradigm Director,Negara,26,5883504.00,false,2025-05-06
7300,Prasasta Among,jail.hariyah@yahoo.com,Legacy Configuration Consultant,Polewali,35,14747849.00,true,2026-01-26
7301,Usamah Kayla,daliman85@gmail.com,International Identity Associate,Praya,31,7048686.00,false,2025-11-05
7302,Putri Putri Susanti,fara51@gmail.com,Legacy Solutions Planner,Bau-Bau,44,24437795.00,true,2026-01-29
7303,Baktiono Pradipta,bakiman50@gmail.com,National Assurance Consultant,Pare-Pare,22,9819629.00,false,2025-06-27
7304,Febrianti Ophelia,tri_winarsih@yahoo.co.id,Investor Web Designer,Ruteng,63,24447019.00,false,2025-04-19
7305,Kuswoyo Mursita,siti.andini77@gmail.co.id,Future Infrastructure Engineer,Tegal,62,24207451.00,false,2025-07-05
7306,Hastuti Kani,kuncara.simbolon61@gmail.com,Corporate Web Developer,Pelabuhan Ratu,29,4644389.00,false,2026-01-07
7307,Wacana Karsana,sasha_amanta@gmail.co.id,Product Research Engineer,Batang,46,24046375.00,false,2025-07-20
7308,Gilang Gilang Zulkarnain,ivan_aryani@yahoo.com,Human Factors Supervisor,Gorontalo,63,6123402.00,true,2025-09-22
7309,Bagaskara Bahuwarna,dian_syahreza@gmail.com,Regional Paradigm Analyst,Waibakul,61,16372318.00,true,2025-09-30
7310,Atma Atma Satria,umaya_harini31@gmail.com,Senior Assurance Director,Labuhan Bajo,28,19479076.00,false,2025-05-31
7311,Lega Lega Lesmana,fathonah22@yahoo.co.id,Dynamic Paradigm Designer,Lamongan,64,15905985.00,true,2026-03-06
7312,Darmana Darmana Budiman,shania.pradana75@gmail.co.id,Corporate Program Liaison,Trenggalek,31,10762221.00,true,2025-06-11
7313,Wijaya Hendri,ajimat2@gmail.com,Human Response Manager,Tangerang Selatan,58,18712044.00,false,2025-07-07
7314,Dwi Dwi Winarno,maimunah1@gmail.com,Principal Paradigm Technician,Gianyar,54,21453598.00,true,2025-05-09
7315,Mandala Reza,taswir_melani@gmail.com,Product Infrastructure Architect,Sumedang,40,16191645.00,false,2025-09-25
7316,Novita Salsabilla,sadina_kusumo@gmail.co.id,Senior Group Orchestrator,Ruteng,33,14764145.00,false,2025-12-13
7317,Rahimah Elma,daru.purwanti18@yahoo.com,Corporate Quality Consultant,Purwokerto,22,8024613.00,true,2025-09-05
7318,Andini Irma,balangga_utama@gmail.co.id,Central Data Coordinator,Indramayu,60,10714992.00,false,2025-11-25
7319,Puti Puti Ningrum,eka83@gmail.com,District Interactions Specialist,Cirebon,45,16890422.00,true,2026-01-16
7320,Adiarja Wacana,elvina27@yahoo.com,Regional Applications Director,"Negara,Bali",39,20313038.00,false,2025-08-27
7321,Daliman Daliman Habibi,damu.napitupulu@yahoo.com,Lead Integration Agent,Mamasa,31,8688818.00,true,2025-09-03
7322,Prasetya Samsul,irsad.santoso@gmail.co.id,Regional Marketing Analyst,Larantuka,27,6973067.00,true,2025-05-15
7323,Nilam Damayanti,irawati73@gmail.com,Principal Metrics Coordinator,Andolo,57,23731157.00,false,2025-08-22
7324,Maulana Gada,cawisono_saragih@yahoo.com,Human Factors Director,Malang,48,18762805.00,true,2025-11-28
7325,Tari Tari Laksita,lantar_permadi@gmail.co.id,Senior Functionality Strategist,Pekalongan,21,19603102.00,true,2025-10-18
7326,Kamaria Kamaria Suartini,tasnim99@yahoo.co.id,Legacy Program Agent,Ngawi,41,3981015.00,false,2025-05-21
7327,Zelda Zelda Nuraini,gara97@gmail.com,Chief Marketing Designer,Pasangkayu,61,12305239.00,true,2025-08-24
7328,Juli Juli Anandya,pangestu9@yahoo.co.id,Legacy Creative Director,Mamuju,56,16890498.00,false,2025-09-05
7329,Nainggolan Tasnim,gaman54@yahoo.com,Lead Response Assistant,Purbalingga,38,21397806.00,false,2026-02-18
7330,Fernanda Kania,hendri_winarsih94@yahoo.co.id,Chief Directives Orchestrator,Manado,33,3474638.00,true,2025-06-10
7331,Zulfa Suryatmi,daru40@gmail.co.id,National Division Representative,Sukabumi,37,19874848.00,false,2025-09-06
7332,Zaki Zaki Habibi,titin.aryani59@yahoo.com,Principal Accounts Engineer,Lewoleba,52,5594927.00,true,2025-11-23
7333,Eka Darmawan,pranawa69@gmail.co.id,Corporate Integration Producer,Kolaka,31,10002866.00,false,2025-06-12
7334,Anita Aurelia,siti.yanuar@gmail.com,Internal Accountability Facilitator,Bau-Bau,30,24008728.00,true,2025-09-08
7335,Saka Saka Pratama,amelia.widiastuti@gmail.co.id,Dynamic Branding Orchestrator,Salatiga,59,9249288.00,true,2025-07-05
7336,Situmorang Gading,yusuf69@gmail.co.id,Lead Marketing Consultant,Jakarta,56,21205644.00,true,2025-12-05
7337,Janet Saraswati,hardi41@gmail.com,Legacy Creative Assistant,Lewoleba,53,9177171.00,false,2025-07-27
7338,Zulfa Zulfa Haryanti,tina.widiastuti69@gmail.co.id,Future Web Coordinator,Sigi Biromaru,30,21543226.00,false,2025-12-27
7339,Wadi Pranowo,putri_mustika87@yahoo.com,Dynamic Configuration Administrator,Ondong Siau,20,6779729.00,false,2025-05-24
7340,Salsabila Salsabila Hasanah,galiono_kahyang@gmail.com,Global Directives Designer,Bandung,36,21821125.00,true,2026-01-10
7341,Gilda Gilda Aqila,jarwi_aqila@yahoo.co.id,Future Tactics Executive,Tigaraksa,41,7753250.00,false,2025-12-30
7342,Mala Mustika,bagas12@gmail.com,Chief Operations Representative,Ruteng,40,21581557.00,false,2026-02-03
7343,Taufan Taufan Narpati,atma.rahmawati@yahoo.co.id,Human Accounts Agent,Ambarawa,26,5059791.00,true,2025-09-01
7344,Mutia Usamah,nyoman_sihombing@gmail.co.id,Chief Accounts Producer,Bungku,24,7406542.00,false,2025-11-05
7345,Queen Zahrah,farhunnisa_prayoga@yahoo.com,Future Identity Representative,Ende,65,24611881.00,true,2025-10-01
7346,Chelsea Suryatmi,cinthia.maryati14@gmail.co.id,Central Functionality Assistant,Ambarawa,24,20902015.00,false,2025-08-25
7347,Handayani Melinda,jaswadi_nababan@yahoo.co.id,Forward Optimization Planner,Pinrang,58,11613541.00,false,2025-12-08
7348,Jati Nainggolan,baktiono_waluyo53@yahoo.com,Human Directives Strategist,Magelang,44,5256274.00,true,2025-05-23
